post_id,account_id,account_type,follower_count,media_type,content_category,traffic_source,has_call_to_action,post_datetime,post_date,post_hour,day_of_week,likes,comments,shares,saves,reach,impressions,followers_gained,caption_length,hashtags_count,performance_bucket_label,engagement_rate,total_engagement,follower_growth_rate,impression_reach_ratio
IG0021105,13,creator,5824,carousel,Lifestyle,External,0,06-01-2025 12:00,06-01-2025,12,Monday,339,8,16,39,6468,10273,267,126,11,medium,6.215213358,402,4.584478022,1.588280767
IG0021106,3,creator,10018,image,Food,Explore,0,21-08-2025 20:00,21-08-2025,20,Thursday,104,1,2,19,4390,6258,687,147,6,low,2.870159453,126,6.857656219,1.425512528
IG0021107,7,brand,3551,reel,Fashion,Hashtags,1,13-02-2025 14:00,13-02-2025,14,Thursday,177,7,20,44,2566,3995,482,135,6,viral,9.664848012,248,13.57364123,1.556897896
IG0021108,12,brand,13798,carousel,Lifestyle,Home Feed,0,06-11-2025 12:00,06-11-2025,12,Thursday,73,6,2,12,4971,5626,431,97,13,low,1.870850935,93,3.123641107,1.131764233
IG0021109,4,creator,4972,reel,Music,Profile,1,30-10-2025 18:00,30-10-2025,18,Thursday,92,3,3,0,4132,6381,749,119,8,low,2.371732817,98,15.06436042,1.54428848
IG0021110,11,brand,9044,carousel,Beauty,Profile,0,01-10-2025 08:00,01-10-2025,8,Wednesday,51,0,3,4,3657,4177,610,102,8,low,1.585999453,58,6.744803184,1.142193054
IG0021111,14,brand,3083,image,Travel,External,0,03-04-2025 09:00,03-04-2025,9,Thursday,167,8,9,17,4260,6486,397,122,12,medium,4.718309859,201,12.87706779,1.522535211
IG0021112,18,creator,7486,carousel,Beauty,Hashtags,0,28-09-2025 21:00,28-09-2025,21,Sunday,148,6,4,25,2612,3529,656,123,9,high,7.006125574,183,8.763024312,1.351071975
IG0021113,7,brand,3551,reel,Music,Profile,1,14-01-2025 13:00,14-01-2025,13,Tuesday,231,8,0,35,5983,8136,988,115,9,medium,4.57964232,274,27.82314841,1.359852917
IG0021114,5,creator,10739,image,Beauty,External,0,13-05-2025 09:00,13-05-2025,9,Tuesday,107,2,5,16,6866,8544,740,122,9,low,1.893387708,130,6.890771953,1.244392659
IG0021115,16,creator,9696,carousel,Photography,Hashtags,0,03-10-2025 02:00,03-10-2025,2,Friday,426,15,27,61,15552,23984,594,125,10,low,3.40149177,529,6.126237624,1.54218107
IG0021116,11,creator,9044,carousel,Fitness,Reels Feed,0,10-09-2025 16:00,10-09-2025,16,Wednesday,247,9,6,34,4095,6144,432,99,5,high,7.228327228,296,4.776647501,1.5003663
IG0021117,3,brand,10018,carousel,Fitness,Hashtags,0,03-11-2025 09:00,03-11-2025,9,Monday,43,0,1,6,4255,5755,944,125,8,low,1.175088132,50,9.423038531,1.352526439
IG0021118,16,creator,9696,image,Photography,Reels Feed,0,27-08-2025 10:00,27-08-2025,10,Wednesday,150,2,9,15,8834,13269,202,133,4,low,1.992302468,176,2.083333333,1.502037582
IG0021119,11,brand,9044,image,Fitness,Explore,1,12-01-2025 18:00,12-01-2025,18,Sunday,166,5,7,16,3532,5586,404,126,6,medium,5.492638732,194,4.467049978,1.581540204
IG0021120,10,brand,4542,image,Lifestyle,Hashtags,1,29-03-2025 17:00,29-03-2025,17,Saturday,82,1,7,13,1725,2391,412,116,7,high,5.971014493,103,9.070893879,1.386086957
IG0021121,2,creator,22291,carousel,Fitness,Hashtags,0,22-02-2025 00:00,22-02-2025,0,Saturday,1037,0,46,157,18496,24056,663,114,5,high,6.704152249,1240,2.974294558,1.300605536
IG0021122,16,brand,9696,image,Comedy,External,0,30-04-2025 19:00,30-04-2025,19,Wednesday,281,9,11,38,4136,6081,608,110,10,high,8.196324952,339,6.270627063,1.470261122
IG0021123,17,brand,15923,carousel,Comedy,External,0,22-09-2025 22:00,22-09-2025,22,Monday,322,7,13,30,14903,16817,717,109,7,low,2.496141716,372,4.502920304,1.128430517
IG0021124,10,creator,4542,image,Food,Reels Feed,0,02-06-2025 18:00,02-06-2025,18,Monday,318,14,20,42,4201,5558,127,128,7,viral,9.378719353,394,2.796125055,1.323018329
IG0021125,18,creator,7486,image,Technology,Home Feed,1,03-04-2025 15:00,03-04-2025,15,Thursday,126,4,6,18,8123,12914,564,120,5,low,1.895851286,154,7.534063585,1.589806722
IG0021126,12,creator,13798,image,Music,Hashtags,0,20-07-2025 09:00,20-07-2025,9,Sunday,50,0,0,8,848,1022,49,129,5,high,6.839622642,58,0.355123931,1.205188679
IG0021127,8,creator,15986,image,Comedy,Hashtags,0,03-10-2025 21:00,03-10-2025,21,Friday,62,2,2,7,4282,4775,381,130,10,low,1.704810836,73,2.383335418,1.115133115
IG0021128,3,brand,10018,carousel,Travel,Profile,0,28-02-2025 02:00,28-02-2025,2,Friday,56,1,3,11,2007,2680,184,147,7,medium,3.537618336,71,1.836693951,1.335326358
IG0021129,20,brand,31095,reel,Food,Profile,0,10-07-2025 13:00,10-07-2025,13,Thursday,74,3,5,13,1606,2530,914,114,9,medium,5.915317559,95,2.939379321,1.575342466
IG0021130,3,creator,10018,carousel,Photography,Explore,0,16-02-2025 13:00,16-02-2025,13,Sunday,90,2,1,11,1980,2773,41,113,8,medium,5.252525253,104,0.409263326,1.400505051
IG0021131,6,brand,10034,carousel,Music,Reels Feed,1,28-12-2024 11:00,28-12-2024,11,Saturday,122,9,0,21,2070,3177,867,122,10,high,7.342995169,152,8.640621886,1.534782609
IG0021132,2,creator,22291,image,Music,Hashtags,1,19-05-2025 22:00,19-05-2025,22,Monday,354,12,17,50,9230,13729,784,128,14,medium,4.691224269,433,3.517114531,1.487432286
IG0021133,3,creator,10018,image,Photography,External,0,14-05-2025 21:00,14-05-2025,21,Wednesday,933,22,47,111,16522,23974,112,139,6,high,6.736472582,1113,1.117987622,1.451034984
IG0021134,17,brand,15923,image,Technology,Hashtags,0,09-11-2025 03:00,09-11-2025,3,Sunday,516,14,28,81,6474,7664,670,113,9,viral,9.870250232,639,4.207749796,1.183812172
IG0021135,9,creator,6916,image,Beauty,Reels Feed,0,25-07-2025 03:00,25-07-2025,3,Friday,496,19,26,83,9142,13924,867,113,8,high,6.825639904,624,12.53614806,1.523080289
IG0021136,4,creator,4972,carousel,Beauty,Hashtags,0,20-03-2025 03:00,20-03-2025,3,Thursday,401,21,22,66,8932,13621,959,114,6,medium,5.709807434,510,19.28801287,1.524966413
IG0021137,2,brand,22291,carousel,Fashion,Explore,1,06-11-2025 20:00,06-11-2025,20,Thursday,18,0,1,4,1559,2448,768,133,7,low,1.475304682,23,3.445336683,1.570237332
IG0021138,9,creator,6916,image,Fashion,Home Feed,0,22-10-2025 00:00,22-10-2025,0,Wednesday,491,9,21,82,6197,7270,732,110,12,viral,9.730514765,603,10.58415269,1.173148298
IG0021139,14,brand,3083,carousel,Food,Hashtags,0,20-03-2025 22:00,20-03-2025,22,Thursday,767,23,33,97,18417,29246,545,141,11,medium,4.995384699,920,17.67758677,1.587989358
IG0021140,11,creator,9044,carousel,Fashion,Profile,0,14-11-2025 15:00,14-11-2025,15,Friday,211,9,13,31,3572,4463,199,97,7,viral,7.390817469,264,2.200353826,1.24944009
IG0021141,2,creator,22291,image,Fashion,Hashtags,0,08-11-2025 13:00,08-11-2025,13,Saturday,31,1,3,6,2937,4445,914,113,8,low,1.395982295,41,4.100309542,1.513449098
IG0021142,2,creator,22291,reel,Photography,Home Feed,0,23-08-2025 08:00,23-08-2025,8,Saturday,46,3,1,5,2181,2448,59,128,11,low,2.521779,55,0.264680813,1.122420908
IG0021143,5,creator,10739,carousel,Beauty,Profile,0,02-08-2025 21:00,02-08-2025,21,Saturday,223,6,10,0,3304,4817,482,133,5,high,7.233656174,239,4.488313623,1.457929782
IG0021144,7,brand,3551,image,Fashion,Hashtags,0,28-11-2024 12:00,28-11-2024,12,Thursday,108,3,9,19,1801,2614,904,115,10,high,7.717934481,139,25.45761757,1.45141588
IG0021145,4,creator,4972,carousel,Comedy,Hashtags,0,23-09-2025 01:00,23-09-2025,1,Tuesday,63,1,3,16,1549,2266,648,115,5,medium,5.358295675,83,13.03298471,1.462879277
IG0021146,14,creator,3083,reel,Travel,Explore,0,23-01-2025 12:00,23-01-2025,12,Thursday,122,3,7,19,2743,4004,242,118,9,medium,5.504921619,151,7.849497243,1.45971564
IG0021147,2,brand,22291,image,Comedy,External,0,23-03-2025 06:00,23-03-2025,6,Sunday,1174,44,64,151,16500,21504,980,135,5,viral,8.684848485,1433,4.396393163,1.303272727
IG0021148,12,creator,13798,reel,Technology,Reels Feed,0,28-07-2025 13:00,28-07-2025,13,Monday,91,3,2,18,1815,2218,134,114,12,high,6.280991736,114,0.97115524,1.222038567
IG0021149,10,brand,4542,carousel,Comedy,Explore,1,22-10-2025 18:00,22-10-2025,18,Wednesday,140,4,6,13,12538,14560,469,130,5,low,1.300047855,163,10.32584764,1.16126974
IG0021150,1,brand,9461,carousel,Food,Home Feed,0,19-03-2025 05:00,19-03-2025,5,Wednesday,2631,93,117,408,23801,34816,80,137,6,medium,13.65068695,3249,0.845576578,1.462795681
IG0021151,19,creator,3447,image,Fashion,External,0,11-12-2024 13:00,11-12-2024,13,Wednesday,57,0,3,2,4304,6524,544,124,5,low,1.440520446,62,15.78183928,1.515799257
IG0021152,16,brand,9696,image,Fashion,External,1,18-04-2025 11:00,18-04-2025,11,Friday,51,1,2,9,2782,3073,483,112,6,low,2.264557872,63,4.981435644,1.104601006
IG0021153,15,brand,8167,image,Photography,Hashtags,0,02-06-2025 23:00,02-06-2025,23,Monday,291,8,13,45,12954,15302,596,131,4,low,2.755905512,357,7.29766132,1.181256755
IG0021154,14,brand,3083,carousel,Lifestyle,Home Feed,0,03-01-2025 21:00,03-01-2025,21,Friday,1039,40,49,158,16499,20855,236,133,13,viral,7.794411783,1286,7.654881609,1.264016001
IG0021155,9,creator,6916,carousel,Technology,Explore,0,25-09-2025 13:00,25-09-2025,13,Thursday,85,2,5,17,4200,6607,808,124,8,low,2.595238095,109,11.68305379,1.573095238
IG0021156,15,brand,8167,reel,Comedy,Profile,0,29-09-2025 09:00,29-09-2025,9,Monday,622,24,29,96,13018,18898,2,112,10,medium,5.922568751,771,0.024488796,1.451682286
IG0021157,7,creator,3551,carousel,Lifestyle,External,0,18-06-2025 20:00,18-06-2025,20,Wednesday,81,5,5,12,3778,4677,373,113,10,low,2.726310217,103,10.50408336,1.237956591
IG0021158,4,creator,4972,carousel,Music,Explore,0,20-04-2025 15:00,20-04-2025,15,Sunday,365,9,19,60,7151,8105,628,116,10,viral,6.334778353,453,12.6307321,1.133407915
IG0021159,18,creator,7486,carousel,Travel,Profile,0,19-05-2025 14:00,19-05-2025,14,Monday,142,2,6,16,2494,3321,901,120,5,high,6.655974338,166,12.03580016,1.33159583
IG0021160,8,creator,15986,reel,Travel,Explore,1,27-07-2025 03:00,27-07-2025,3,Sunday,394,17,23,63,6486,7512,981,104,7,viral,7.662658033,497,6.136619542,1.158186864
IG0021161,12,brand,13798,carousel,Beauty,External,0,10-05-2025 07:00,10-05-2025,7,Saturday,638,0,31,86,9865,15673,195,111,10,high,7.653319818,755,1.413248297,1.588748099
IG0021162,15,creator,8167,image,Fashion,Explore,1,23-06-2025 05:00,23-06-2025,5,Monday,299,9,18,52,3774,5049,130,127,5,viral,10.01589825,378,1.591771764,1.337837838
IG0021163,15,brand,8167,image,Beauty,Home Feed,0,27-06-2025 10:00,27-06-2025,10,Friday,276,6,15,34,9521,11896,733,136,12,low,3.476525575,331,8.975143872,1.249448587
IG0021164,17,creator,15923,image,Photography,Home Feed,0,13-05-2025 07:00,13-05-2025,7,Tuesday,153,4,6,22,5545,7470,948,90,8,low,3.336339044,185,5.95365195,1.347159603
IG0021165,2,creator,22291,image,Technology,Explore,1,07-02-2025 11:00,07-02-2025,11,Friday,0,8,14,37,3992,5849,319,113,7,viral,1.477955912,59,1.431070836,1.465180361
IG0021166,12,brand,13798,reel,Technology,Explore,1,14-07-2025 15:00,14-07-2025,15,Monday,64,1,5,4,6296,7502,642,152,9,low,1.175349428,74,4.652848239,1.191550191
IG0021167,3,creator,10018,image,Music,Explore,0,21-02-2025 03:00,21-02-2025,3,Friday,203,3,9,0,3461,4760,672,117,8,high,6.212077434,215,6.707925734,1.375325051
IG0021168,7,creator,3551,image,Food,Hashtags,0,04-06-2025 09:00,04-06-2025,9,Wednesday,147,7,11,17,4536,6377,955,103,7,medium,4.012345679,182,26.89383272,1.405864198
IG0021169,6,creator,10034,carousel,Technology,Home Feed,1,27-07-2025 01:00,27-07-2025,1,Sunday,316,12,15,38,17989,20717,909,118,9,low,2.117960976,381,9.059198724,1.151648229
IG0021170,14,creator,3083,image,Technology,Home Feed,0,28-06-2025 22:00,28-06-2025,22,Saturday,284,8,23,38,4839,6531,525,119,10,high,7.29489564,353,17.02886799,1.34965902
IG0021171,5,creator,10739,image,Technology,Hashtags,0,03-10-2025 15:00,03-10-2025,15,Friday,242,5,19,45,4031,5696,970,138,5,high,7.715207145,311,9.03249837,1.413048871
IG0021172,4,brand,4972,carousel,Travel,Profile,0,26-10-2025 23:00,26-10-2025,23,Sunday,163,4,10,0,7941,8998,823,128,6,low,2.228938421,177,16.55269509,1.133106662
IG0021173,15,creator,8167,carousel,Food,Explore,0,17-01-2025 03:00,17-01-2025,3,Friday,71,1,5,0,2067,3049,38,110,7,medium,3.725205612,77,0.465287131,1.475084664
IG0021174,7,brand,3551,image,Food,External,0,26-11-2024 17:00,26-11-2024,17,Tuesday,100,2,5,14,4833,7073,705,131,9,low,2.503620939,121,19.85356238,1.46348024
IG0021175,3,creator,10018,image,Fitness,Profile,0,17-07-2025 12:00,17-07-2025,12,Thursday,170,4,12,22,2717,4273,907,117,6,high,7.655502392,208,9.053703334,1.572690467
IG0021176,13,creator,5824,carousel,Comedy,Home Feed,0,02-07-2025 18:00,02-07-2025,18,Wednesday,42,1,2,5,1321,2021,119,107,15,medium,3.785011355,50,2.043269231,1.52990159
IG0021177,10,brand,4542,carousel,Photography,Reels Feed,0,03-05-2025 12:00,03-05-2025,12,Saturday,50,3,1,6,1286,1783,118,118,12,medium,4.66562986,60,2.597974461,1.386469673
IG0021178,2,creator,22291,image,Fashion,External,0,28-04-2025 18:00,28-04-2025,18,Monday,1042,0,57,175,13438,19365,170,105,7,viral,9.480577467,1274,0.76263963,1.441062658
IG0021179,12,brand,13798,image,Technology,Explore,0,06-03-2025 08:00,06-03-2025,8,Thursday,381,11,27,58,5512,8430,560,121,7,viral,8.653846154,477,4.058559211,1.529390421
IG0021180,12,brand,13798,reel,Technology,Profile,0,19-01-2025 23:00,19-01-2025,23,Sunday,1895,40,89,277,24861,38432,684,119,9,high,9.25546036,2301,4.95724018,1.545875065
IG0021181,19,creator,3447,carousel,Fitness,Explore,1,17-05-2025 03:00,17-05-2025,3,Saturday,261,8,22,29,5037,7109,516,111,12,high,6.35298789,320,14.96953873,1.411355966
IG0021182,19,creator,3447,reel,Fashion,Hashtags,1,30-03-2025 03:00,30-03-2025,3,Sunday,60,5,5,9,1209,1932,837,101,12,medium,6.534325889,79,24.28198433,1.598014888
IG0021183,3,creator,10018,carousel,Food,Explore,0,07-04-2025 00:00,07-04-2025,0,Monday,74,3,2,16,1709,2222,762,126,9,high,5.558806319,95,7.606308644,1.300175541
IG0021184,6,creator,10034,carousel,Music,External,1,29-11-2024 00:00,29-11-2024,0,Friday,97,3,0,16,1326,1809,206,137,10,viral,8.74811463,116,2.053019733,1.364253394
IG0021185,2,creator,22291,carousel,Travel,Reels Feed,0,04-11-2025 14:00,04-11-2025,14,Tuesday,113,4,6,17,3087,4142,547,119,4,medium,4.535147392,140,2.453905164,1.34175575
IG0021186,13,brand,5824,image,Technology,Profile,1,18-10-2025 11:00,18-10-2025,11,Saturday,40,0,7,6,808,916,284,119,7,viral,6.559405941,53,4.876373626,1.133663366
IG0021187,9,creator,6916,image,Photography,External,0,06-07-2025 10:00,06-07-2025,10,Sunday,213,3,13,20,3783,5424,346,107,12,high,6.582077716,249,5.002891845,1.433782712
IG0021188,13,creator,5824,carousel,Photography,Hashtags,1,21-05-2025 08:00,21-05-2025,8,Wednesday,87,1,4,8,7576,9778,343,131,8,low,1.319957761,100,5.889423077,1.290654699
IG0021189,14,brand,3083,carousel,Technology,Reels Feed,0,20-07-2025 12:00,20-07-2025,12,Sunday,316,5,12,46,7441,8703,998,119,6,medium,5.093401425,379,32.37106714,1.16960086
IG0021190,19,creator,3447,image,Photography,Profile,0,19-01-2025 16:00,19-01-2025,16,Sunday,345,6,11,59,14464,17116,391,115,11,low,2.910674779,421,11.34319698,1.18335177
IG0021191,11,creator,9044,carousel,Music,Reels Feed,1,27-08-2025 17:00,27-08-2025,17,Wednesday,702,18,26,109,9108,13738,862,107,9,viral,9.387351779,855,9.531180893,1.508344313
IG0021192,14,creator,3083,carousel,Photography,Profile,0,04-05-2025 22:00,04-05-2025,22,Sunday,417,14,20,58,5663,9027,784,123,8,viral,8.988168815,509,25.42977619,1.594031432
IG0021193,16,creator,9696,carousel,Lifestyle,Home Feed,1,04-12-2024 12:00,04-12-2024,12,Wednesday,145,2,6,24,2712,4048,719,116,5,high,6.526548673,177,7.415429043,1.492625369
IG0021194,10,creator,4542,carousel,Fashion,Home Feed,1,07-03-2025 01:00,07-03-2025,1,Friday,186,8,8,29,3644,4215,483,112,6,high,6.339187706,231,10.6340819,1.156695939
IG0021195,20,creator,31095,carousel,Fitness,Explore,1,08-12-2024 03:00,08-12-2024,3,Sunday,137,3,8,21,3714,5518,720,112,7,medium,4.550350027,169,2.315484805,1.485729672
IG0021196,16,brand,9696,carousel,Fitness,External,0,15-11-2025 09:00,15-11-2025,9,Saturday,182,9,8,22,2579,3401,28,132,9,viral,8.569212873,221,0.288778878,1.318728189
IG0021197,2,creator,22291,image,Beauty,Reels Feed,0,30-05-2025 17:00,30-05-2025,17,Friday,76,5,1,10,1893,2410,511,109,7,high,4.860010565,92,2.292405007,1.273111463
IG0021198,16,brand,9696,reel,Travel,Reels Feed,0,28-01-2025 13:00,28-01-2025,13,Tuesday,232,5,13,44,4719,5312,380,113,11,viral,6.230133503,294,3.919141914,1.125662217
IG0021199,14,creator,3083,carousel,Fashion,Reels Feed,1,13-05-2025 15:00,13-05-2025,15,Tuesday,77,4,6,16,1250,1516,66,138,5,viral,8.24,103,2.140771975,1.2128
IG0021200,18,creator,7486,image,Technology,Home Feed,1,19-01-2025 18:00,19-01-2025,18,Sunday,171,9,8,27,2808,3963,125,129,8,high,7.656695157,215,1.669783596,1.411324786
IG0021201,6,creator,10034,reel,Lifestyle,External,1,08-09-2025 21:00,08-09-2025,21,Monday,325,6,21,37,13336,18609,572,109,8,low,2.916916617,389,5.700617899,1.395395921
IG0021202,7,creator,3551,carousel,Music,External,1,14-04-2025 22:00,14-04-2025,22,Monday,92,5,5,12,2406,3755,179,110,8,medium,4.738154613,114,5.040833568,1.560681629
IG0021203,13,creator,5824,reel,Beauty,Reels Feed,0,16-10-2025 01:00,16-10-2025,1,Thursday,110,6,6,20,5574,6699,518,112,10,low,2.54754216,142,8.894230769,1.201829925
IG0021204,2,creator,22291,image,Travel,Home Feed,0,20-07-2025 08:00,20-07-2025,8,Sunday,29,0,0,7,1168,1628,858,145,6,low,3.082191781,36,3.849087076,1.393835616
IG0021205,15,creator,8167,carousel,Travel,Hashtags,0,21-11-2024 01:00,21-11-2024,1,Thursday,141,4,11,28,2502,3634,502,109,4,high,7.354116707,184,6.14668789,1.45243805
IG0021206,17,brand,15923,carousel,Comedy,Explore,0,06-08-2025 19:00,06-08-2025,19,Wednesday,178,2,6,26,3049,4054,756,118,11,high,6.953099377,212,4.747849023,1.329616268
IG0021207,13,brand,5824,image,Fashion,Profile,1,21-02-2025 20:00,21-02-2025,20,Friday,586,14,26,93,7863,10217,163,109,11,viral,9.144092586,719,2.798763736,1.299376828
IG0021208,7,creator,3551,carousel,Lifestyle,Profile,1,18-07-2025 07:00,18-07-2025,7,Friday,474,6,23,60,13317,17067,372,137,4,medium,4.227678907,563,10.47592228,1.281594954
IG0021209,1,brand,9461,image,Food,Explore,0,15-06-2025 19:00,15-06-2025,19,Sunday,234,7,8,34,3425,4718,32,124,7,viral,8.262773723,283,0.338230631,1.377518248
IG0021210,3,creator,10018,image,Music,Profile,0,04-04-2025 16:00,04-04-2025,16,Friday,0,19,28,76,6199,8343,324,121,18,viral,1.984190999,123,3.234178479,1.345862236
IG0021211,20,creator,31095,carousel,Beauty,External,1,25-02-2025 11:00,25-02-2025,11,Tuesday,650,15,30,95,9950,13844,965,122,7,viral,7.939698492,790,3.103392828,1.391356784
IG0021212,18,creator,7486,carousel,Technology,Home Feed,1,12-12-2024 06:00,12-12-2024,6,Thursday,78,4,7,18,4760,5805,695,118,13,low,2.24789916,107,9.283996794,1.219537815
IG0021213,7,creator,3551,image,Fitness,Home Feed,0,19-05-2025 08:00,19-05-2025,8,Monday,100,8,7,15,5139,6161,285,120,6,low,2.529675034,130,8.025908195,1.198871376
IG0021214,17,creator,15923,image,Beauty,Explore,0,12-06-2025 12:00,12-06-2025,12,Thursday,459,14,25,90,15072,19883,863,107,10,medium,3.901273885,588,5.419832946,1.319201168
IG0021215,12,brand,13798,reel,Photography,Reels Feed,0,31-07-2025 15:00,31-07-2025,15,Thursday,453,13,12,68,5729,7679,805,145,12,viral,9.530459068,546,5.834178867,1.340373538
IG0021216,16,creator,9696,carousel,Travel,Home Feed,0,08-12-2024 20:00,08-12-2024,20,Sunday,351,10,21,49,5283,6128,357,110,6,viral,8.158243422,431,3.681930693,1.159947
IG0021217,10,creator,4542,reel,Technology,Explore,1,05-06-2025 14:00,05-06-2025,14,Thursday,158,4,2,0,4712,5832,441,112,7,medium,3.480475382,164,9.709379128,1.237691002
IG0021218,16,creator,9696,carousel,Music,Reels Feed,1,02-12-2024 01:00,02-12-2024,1,Monday,217,6,10,26,6831,9223,365,134,10,low,3.791538574,259,3.764438944,1.35016835
IG0021219,20,creator,31095,reel,Lifestyle,Home Feed,0,19-01-2025 14:00,19-01-2025,14,Sunday,75,0,4,11,3117,4211,224,109,7,low,2.887391723,90,0.72037305,1.350978505
IG0021220,18,brand,7486,carousel,Food,Profile,0,15-09-2025 11:00,15-09-2025,11,Monday,2506,92,125,386,31467,37210,712,110,9,viral,9.880191947,3109,9.511087363,1.18250866
IG0021221,15,creator,8167,carousel,Photography,Profile,1,14-05-2025 11:00,14-05-2025,11,Wednesday,333,5,13,57,5495,6093,428,119,9,viral,7.424931756,408,5.240602424,1.108826206
IG0021222,11,creator,9044,image,Technology,Reels Feed,0,30-06-2025 10:00,30-06-2025,10,Monday,654,20,29,115,8467,11487,775,138,9,viral,9.661036967,818,8.569217161,1.356678871
IG0021223,18,brand,7486,reel,Technology,Explore,0,20-06-2025 08:00,20-06-2025,8,Friday,184,10,11,34,5578,8568,207,108,5,medium,4.284689853,239,2.765161635,1.536034421
IG0021224,6,creator,10034,carousel,Travel,Profile,0,15-03-2025 02:00,15-03-2025,2,Saturday,137,4,6,25,3900,5305,887,133,10,medium,4.41025641,172,8.83994419,1.36025641
IG0021225,1,creator,9461,image,Fashion,Home Feed,0,02-09-2025 01:00,02-09-2025,1,Tuesday,369,9,13,58,5975,8360,830,122,10,high,7.514644351,449,8.772856992,1.39916318
IG0021226,7,brand,3551,carousel,Photography,External,0,09-10-2025 19:00,09-10-2025,19,Thursday,427,22,26,55,8643,13053,39,122,6,high,6.132130047,530,1.098282174,1.5102395
IG0021227,12,creator,13798,carousel,Travel,External,1,26-07-2025 03:00,26-07-2025,3,Saturday,145,4,6,18,9191,12529,396,116,11,low,1.88227614,173,2.869981157,1.363181373
IG0021228,20,brand,31095,image,Beauty,External,1,15-10-2025 15:00,15-10-2025,15,Wednesday,914,31,47,143,12617,18342,624,132,8,viral,8.995799318,1135,2.006753497,1.453752873
IG0021229,4,creator,4972,carousel,Photography,Explore,1,29-03-2025 14:00,29-03-2025,14,Saturday,210,7,10,22,3664,4164,852,131,5,viral,6.795851528,249,17.13596138,1.136462882
IG0021230,10,creator,4542,image,Food,Explore,1,19-05-2025 14:00,19-05-2025,14,Monday,238,7,10,37,4627,5415,309,111,14,high,6.310784526,292,6.80317041,1.170304733
IG0021231,2,creator,22291,carousel,Fitness,Explore,1,21-01-2025 10:00,21-01-2025,10,Tuesday,76,1,4,16,3993,5556,560,126,4,low,2.42925119,97,2.512224665,1.391435011
IG0021232,9,brand,6916,carousel,Beauty,Explore,0,24-05-2025 09:00,24-05-2025,9,Saturday,69,6,6,9,1281,1946,175,99,11,low,7.025761124,90,2.530364372,1.519125683
IG0021233,10,creator,4542,image,Food,Profile,0,23-09-2025 04:00,23-09-2025,4,Tuesday,0,10,24,77,10123,11621,739,134,6,high,1.096512891,111,16.27036548,1.147979848
IG0021234,20,brand,31095,image,Lifestyle,External,0,13-05-2025 16:00,13-05-2025,16,Tuesday,95,3,3,16,4617,6723,402,103,8,low,2.53411306,117,1.292812349,1.456140351
IG0021235,11,creator,9044,reel,Travel,Reels Feed,0,20-09-2025 14:00,20-09-2025,14,Saturday,366,8,18,63,5180,6119,675,145,8,viral,8.783783784,455,7.46351172,1.181274131
IG0021236,14,brand,3083,image,Food,Hashtags,0,19-11-2025 09:00,19-11-2025,9,Wednesday,636,25,30,107,8084,10697,698,121,5,viral,9.871350816,798,22.64028544,1.323231074
IG0021237,3,brand,10018,carousel,Fashion,External,1,06-08-2025 14:00,06-08-2025,14,Wednesday,270,0,13,47,14856,18883,99,123,1,low,2.221324717,330,0.988221202,1.271068928
IG0021238,1,creator,9461,image,Comedy,External,0,14-11-2025 10:00,14-11-2025,10,Friday,0,6,21,29,4756,6122,449,125,14,high,1.17746005,56,4.745798541,1.287216148
IG0021239,7,creator,3551,reel,Fitness,Home Feed,1,29-12-2024 16:00,29-12-2024,16,Sunday,265,13,14,41,3351,3918,858,132,10,viral,9.93733214,333,24.16220783,1.169203223
IG0021240,4,brand,4972,image,Lifestyle,Reels Feed,1,28-05-2025 11:00,28-05-2025,11,Wednesday,818,0,43,104,22613,26406,721,100,7,medium,4.267456773,965,14.50120676,1.167735373
IG0021241,7,creator,3551,carousel,Technology,Hashtags,0,18-11-2025 09:00,18-11-2025,9,Tuesday,332,11,0,46,7323,10277,623,97,9,medium,5.312030589,389,17.5443537,1.40338659
IG0021242,16,creator,9696,carousel,Travel,Profile,0,06-03-2025 15:00,06-03-2025,15,Thursday,218,7,12,34,3428,4100,593,134,3,viral,7.905484247,271,6.115924092,1.196032672
IG0021243,10,creator,4542,carousel,Beauty,Explore,0,15-11-2025 22:00,15-11-2025,22,Saturday,257,12,10,41,3310,4793,508,119,10,viral,9.667673716,320,11.18450022,1.448036254
IG0021244,15,creator,8167,image,Comedy,Profile,0,02-10-2025 10:00,02-10-2025,10,Thursday,541,19,31,71,9301,13949,161,131,8,high,7.117514246,662,1.971348108,1.499731212
IG0021245,16,creator,9696,carousel,Photography,Explore,0,27-02-2025 04:00,27-02-2025,4,Thursday,64,2,5,0,4247,5478,154,121,10,low,1.671768307,71,1.588283828,1.28985166
IG0021246,6,creator,10034,reel,Travel,Profile,1,13-12-2024 13:00,13-12-2024,13,Friday,51,1,1,13,2137,2770,354,117,8,medium,3.088441741,66,3.528004784,1.29620964
IG0021247,4,creator,4972,image,Music,External,0,01-05-2025 09:00,01-05-2025,9,Thursday,229,8,9,28,4633,6872,641,112,4,medium,5.914094539,274,12.8921963,1.483272178
IG0021248,4,creator,4972,image,Travel,Explore,0,31-01-2025 21:00,31-01-2025,21,Friday,294,7,11,46,6878,10309,743,117,10,medium,5.205001454,358,14.94368463,1.498836871
IG0021249,4,brand,4972,reel,Music,Hashtags,1,29-12-2024 22:00,29-12-2024,22,Sunday,271,9,16,58,5496,8273,876,144,8,high,6.441048035,354,17.61866452,1.505276565
